date,name,value
1976-01-01,Lepisosteus osseus,1
1976-01-01,garpike,1
1976-01-01,garfish,1
1976-01-01,gar,1
1976-01-01,lynx,1
1976-01-01,ski,2
1976-01-01,Bubalus bubalis,2
1976-01-01,Asiatic buffalo,2
1976-01-01,water ox,2
1976-01-01,water buffalo,2
1976-01-01,standard poodle,1
1976-01-01,moped,4
1976-01-01,billfish,1
1976-01-01,site,8
1976-01-01,catamount,2
1976-01-01,polecat,1
1976-01-01,brown bear,5
1976-01-01,bruin,5
1976-01-01,skunk,1
1976-01-01,dust wrapper,18
1976-01-01,dust jacket,18
1976-01-01,book jacket,18
1976-01-01,carriage,4
1976-01-01,coach,4
1976-01-01,passenger car,4
1976-01-01,crate,1
1976-01-01,lakeshore,22
1976-01-01,lakeside,22
1976-01-01,dust cover,18
1976-01-01,library,1
1976-01-01,freight car,3
1976-01-01,wood pussy,1
1976-01-01,roundworm,12
1976-01-01,nematode,12
1976-01-01,blue jean,4
1976-01-01,jean,4
1976-01-01,brass,18
1976-01-01,memorial tablet,18
1976-01-01,plaque,18
1976-01-01,denim,4
1976-01-01,nematode worm,12
1977-01-01,unicycle,1
1977-01-01,monocycle,1
1977-01-01,racing car,4
1977-01-01,race car,4
1977-01-01,racer,4
1977-01-01,mollymawk,1
1977-01-01,mailbox,1
1977-01-01,crate,2
1977-01-01,letter box,1
1977-01-01,ten-gallon hat,4
1977-01-01,cowboy hat,4
1977-01-01,yurt,2
1977-01-01,Afghan,2
1977-01-01,speedboat,2
1977-01-01,Afghan hound,2
1977-01-01,albatross,1
1977-01-01,ibex,2
1977-01-01,hen-of-the-woods,3
1977-01-01,volcano,4
1977-01-01,llama,1
1977-01-01,bobsled,2
1977-01-01,manhole cover,1
1977-01-01,convertible,4
1977-01-01,scoreboard,1
1977-01-01,Grifola frondosa,3
1977-01-01,Polyporus frondosus,3
1977-01-01,Capra ibex,2
1977-01-01,hen of the woods,3
1977-01-01,bruin,6
1977-01-01,brown bear,6
1977-01-01,baseball player,4
1977-01-01,ballplayer,4
1977-01-01,plaque,19
1977-01-01,memorial tablet,19
1977-01-01,brass,19
1977-01-01,Ursus arctos,6
1977-01-01,Virginia fence,13
1977-01-01,fountain,1
1977-01-01,snake fence,13
1977-01-01,roundworm,13
1977-01-01,nematode worm,13
1977-01-01,nematode,13
1977-01-01,buckler,2
1977-01-01,shield,2
1977-01-01,viaduct,1
1977-01-01,Pongo pygmaeus,5
1977-01-01,hatchet,2
1977-01-01,orangutang,5
1977-01-01,orangutan,5
1977-01-01,reel,3
1977-01-01,wrecker,1
1977-01-01,tow car,1
1977-01-01,tow truck,1
1977-01-01,swing,9
1977-01-01,broom,1
1977-01-01,orang,5
1977-01-01,snake-rail fence,13
1977-01-01,prayer rug,2
1977-01-01,Scotch terrier,2
1977-01-01,worm fence,13
1977-01-01,church building,2
1977-01-01,church,2
1977-01-01,tray,3
1977-01-01,jigsaw puzzle,3
1977-01-01,suit of clothes,5
1977-01-01,suit,5
1977-01-01,prayer mat,2
1977-01-01,bridegroom,1
1977-01-01,dust wrapper,22
1977-01-01,dust cover,22
1977-01-01,book jacket,22
1977-01-01,tile roof,1
1977-01-01,balloon,1
1977-01-01,Scottie,2
1977-01-01,Scottish terrier,2
1977-01-01,groom,1
1977-01-01,dust jacket,22
1977-01-01,Tinca tinca,4
1977-01-01,landrover,4
1977-01-01,website,11
1977-01-01,web site,11
1977-01-01,comic book,11
1977-01-01,Panthera pardus,1
1977-01-01,leopard,1
1977-01-01,alp,14
1977-01-01,mountain tent,22
1977-01-01,suspension bridge,1
1977-01-01,barn,16
1977-01-01,Dutch oven,1
1977-01-01,sorrel,7
1977-01-01,tench,4
1977-01-01,lakeshore,26
1977-01-01,lakeside,26
1977-01-01,vale,19
1977-01-01,valley,19
1977-01-01,rugby ball,1
1977-01-01,brush kangaroo,1
1977-01-01,wallaby,1
1977-01-01,military uniform,13
1977-01-01,Rottweiler,2
1977-01-01,bobsleigh,2
1977-01-01,street sign,5
1977-01-01,internet site,11
1977-01-01,site,11
1977-01-01,bob,2
1977-01-01,assault gun,3
1977-01-01,Newfoundland dog,1
1977-01-01,jeep,4
1977-01-01,Newfoundland,1
1977-01-01,off-roader,17
1977-01-01,all-terrain bike,17
1977-01-01,mountain bike,17
1977-01-01,crossword,3
1977-01-01,crossword puzzle,3
1977-01-01,vulture,2
1977-01-01,shovel,4
1977-01-01,hartebeest,4
1977-01-01,bow,3
1977-01-01,assault rifle,3
1977-01-01,medicine chest,1
1977-01-01,medicine cabinet,1
1977-01-01,chainlink fence,4
1977-01-01,beach wagon,10
1977-01-01,station wagon,10
1977-01-01,plough,4
1977-01-01,estate car,10
1977-01-01,beach waggon,10
1977-01-01,station waggon,10
1977-01-01,waggon,10
1977-01-01,wagon,10
1977-01-01,plow,4
1978-01-01,crossword,4
1978-01-01,street sign,6
1978-01-01,Dungeness crab,1
1978-01-01,Cancer magister,1
1978-01-01,crate,3
1978-01-01,racer,5
1978-01-01,comic book,13
1978-01-01,racing car,5
1978-01-01,screw,1
1978-01-01,crossword puzzle,4
1978-01-01,cliff,4
1978-01-01,drop,4
1978-01-01,speedboat,3
1978-01-01,race car,5
1978-01-01,vale,27
1978-01-01,nematode,16
1978-01-01,suspension bridge,2
1978-01-01,R.V.,4
1978-01-01,lakeside,31
1978-01-01,lakeshore,31
1978-01-01,Samoyed,2
1978-01-01,Samoyede,2
1978-01-01,swing,11
1978-01-01,barracouta,1
1978-01-01,snoek,1
1978-01-01,mobile home,7
1978-01-01,manufactured home,7
1978-01-01,gibbon,2
1978-01-01,Hylobates lar,2
1978-01-01,barn,19
1978-01-01,nematode worm,16
1978-01-01,roundworm,16
1978-01-01,valley,27
1978-01-01,freight car,4
1978-01-01,gas helmet,1
1978-01-01,bathing trunks,3
1978-01-01,black bear,4
1978-01-01,American black bear,4
1978-01-01,Gorilla gorilla,7
1978-01-01,gorilla,7
1978-01-01,stretcher,5
1978-01-01,flagstaff,3
1978-01-01,flagpole,3
1978-01-01,window screen,1
1978-01-01,assault gun,4
1978-01-01,assault rifle,4
1978-01-01,baboon,2
1978-01-01,Aepyceros melampus,7
1978-01-01,impala,7
1978-01-01,snowmobile,5
1978-01-01,obelisk,2
1978-01-01,Ursus americanus,4
1978-01-01,swimming trunks,3
1978-01-01,Euarctos americanus,4
1978-01-01,red fox,2
1978-01-01,stone wall,7
1978-01-01,gasmask,1
1978-01-01,respirator,1
1978-01-01,Staffordshire bullterrier,1
1978-01-01,Staffordshire bull terrier,1
1978-01-01,reel,5
1978-01-01,boathouse,5
1978-01-01,fountain,2
1978-01-01,RV,4
1978-01-01,prison house,4
1978-01-01,prison,4
1978-01-01,shovel,5
1978-01-01,mini,1
1978-01-01,miniskirt,1
1978-01-01,Vulpes vulpes,2
1978-01-01,moped,5
1978-01-01,recreational vehicle,4
1978-01-01,drop-off,4
1978-01-01,Rocky Mountain sheep,2
1978-01-01,doormat,3
1978-01-01,welcome mat,3
1978-01-01,crampfish,1
1978-01-01,numbfish,1
1978-01-01,torpedo,1
1978-01-01,pug,2
1978-01-01,dust cover,24
1978-01-01,book jacket,24
1978-01-01,St Bernard,1
1978-01-01,Saint Bernard,1
1978-01-01,Capra ibex,3
1978-01-01,ibex,3
1978-01-01,site,12
1978-01-01,internet site,12
1978-01-01,website,12
1978-01-01,totem pole,2
1978-01-01,web site,12
1978-01-01,saxophone,1
1978-01-01,maillot,1
1978-01-01,dust wrapper,24
1978-01-01,Ovis canadensis,2
1978-01-01,maze,6
1978-01-01,labyrinth,6
1978-01-01,bison,3
1978-01-01,dam,3
1978-01-01,dike,3
1978-01-01,dyke,3
1978-01-01,alp,15
1978-01-01,jeep,5
1978-01-01,landrover,5
1978-01-01,wool,1
1978-01-01,woolen,1
1978-01-01,woollen,1
1978-01-01,tray,4
1978-01-01,sax,1
1978-01-01,dog sleigh,2
1978-01-01,electric ray,1
1978-01-01,dogsled,2
1978-01-01,off-roader,21
1978-01-01,sunglasses,1
1978-01-01,dark glasses,1
1978-01-01,shades,1
1978-01-01,Afghan hound,3
1978-01-01,Afghan,3
1978-01-01,orangutan,8
1978-01-01,orang,8
1978-01-01,orangutang,8
1978-01-01,Pongo pygmaeus,8
1978-01-01,sorrel,11
1978-01-01,bighorn,2
1978-01-01,dog sled,2
1978-01-01,cimarron,2
1978-01-01,Rocky Mountain bighorn,2
1978-01-01,all-terrain bike,21
1978-01-01,mountain bike,21
1978-01-01,bighorn sheep,2
1978-01-01,lumbermill,7
1978-01-01,birdhouse,1
1978-01-01,pug-dog,2
1978-01-01,sawmill,7
1978-01-01,sand bar,4
1978-01-01,sandbar,4
1978-01-01,pinwheel,1
1978-01-01,fur coat,6
1978-01-01,pole,4
1978-01-01,dust jacket,24
1978-01-01,pig,2
1978-01-01,grunter,2
1978-01-01,squealer,2
1978-01-01,Sus scrofa,4
1978-01-01,gazelle,8
1978-01-01,hog,2
1978-01-01,viaduct,4
1978-01-01,hay,4
1979-01-01,welcome mat,4
1979-01-01,doormat,4
1979-01-01,tray,5
1979-01-01,pickup truck,4
1979-01-01,cowboy boot,3
1979-01-01,alp,16
1979-01-01,web site,13
1979-01-01,crutch,6
1979-01-01,hedgehog,1
1979-01-01,porcupine,1
1979-01-01,Hylobates lar,3
1979-01-01,gibbon,3
1979-01-01,pickup,4
1979-01-01,website,13
1979-01-01,jean,5
1979-01-01,site,13
1979-01-01,blue jean,5
1979-01-01,denim,5
1979-01-01,viaduct,7
1979-01-01,Aepyceros melampus,9
1979-01-01,monocycle,2
1979-01-01,worm fence,14
1979-01-01,snake fence,14
1979-01-01,snake-rail fence,14
1979-01-01,Virginia fence,14
1979-01-01,wallaby,2
1979-01-01,brush kangaroo,2
1979-01-01,rapeseed,3
1979-01-01,reel,6
1979-01-01,internet site,13
1979-01-01,unicycle,2
1979-01-01,comic book,15
1979-01-01,terrace,2
1979-01-01,balusters,2
1979-01-01,balustrade,2
1979-01-01,banister,2
1979-01-01,bannister,2
1979-01-01,sawmill,8
1979-01-01,lumbermill,8
1979-01-01,volcano,6
1979-01-01,swing,13
1979-01-01,car wheel,1
1979-01-01,Dutch oven,2
1979-01-01,ten-gallon hat,5
1979-01-01,cowboy hat,5
1979-01-01,handrail,2
1979-01-01,park bench,9
1979-01-01,jetty,3
1979-01-01,seawall,3
1979-01-01,bulwark,3
1979-01-01,mole,3
1979-01-01,groyne,3
1979-01-01,groin,3
1979-01-01,breakwater,3
1979-01-01,off-roader,23
1979-01-01,all-terrain bike,23
1979-01-01,mountain bike,23
1979-01-01,boathouse,6
1979-01-01,Norwegian elkhound,1
1979-01-01,barn,21
1979-01-01,impala,9
1979-01-01,chainlink fence,5
1979-01-01,gorilla,8
1979-01-01,patio,2
1979-01-01,abaya,1
1979-01-01,cliff dwelling,2
1979-01-01,lakeshore,32
1979-01-01,lakeside,32
1979-01-01,carriage,5
1979-01-01,coach,5
1979-01-01,passenger car,5
1979-01-01,sand bar,6
1979-01-01,sandbar,6
1979-01-01,drop-off,5
1979-01-01,drop,5
1979-01-01,hatchet,3
1979-01-01,cliff,5
1979-01-01,dust jacket,25
1979-01-01,dust cover,25
1979-01-01,book jacket,25
1979-01-01,safe,1
1979-01-01,roundworm,18
1979-01-01,nematode worm,18
1979-01-01,nematode,18
1979-01-01,wheelbarrow,4
1979-01-01,lawn cart,4
1979-01-01,garden cart,4
1979-01-01,barrow,4
1979-01-01,Gorilla gorilla,8
1979-01-01,dust wrapper,25
1979-01-01,elkhound,1
1979-01-01,canoe,5
1979-01-01,paling,5
1979-01-01,bee house,2
1979-01-01,shoji,1
1979-01-01,backpack,1
1979-01-01,back pack,1
1979-01-01,knapsack,1
1979-01-01,packsack,1
1979-01-01,rucksack,1
1979-01-01,apiary,2
1979-01-01,haversack,1
1979-01-01,field glasses,1
1979-01-01,opera glasses,1
1979-01-01,military uniform,15
1979-01-01,jigsaw puzzle,4
1979-01-01,bow,4
1979-01-01,minivan,3
1979-01-01,picket fence,5
1979-01-01,binoculars,1
1979-01-01,landrover,6
1979-01-01,stone wall,8
1979-01-01,cannon,2
1979-01-01,jeep,6
1979-01-01,dog sled,3
1979-01-01,dog sleigh,3
1979-01-01,plow,5
1979-01-01,plough,5
1979-01-01,dam,4
1979-01-01,dike,4
1979-01-01,dogsled,3
1979-01-01,thatch,2
1979-01-01,suspension bridge,3
1979-01-01,dyke,4
1979-01-01,hay,5
1979-01-01,mountain tent,23
1979-01-01,parallel bars,1
1979-01-01,bars,1
1979-01-01,mask,3
1979-01-01,thatched roof,2
1980-01-01,prayer mat,3
1980-01-01,comic book,16
1980-01-01,chainsaw,6
1980-01-01,tee shirt,2
1980-01-01,orang,9
1980-01-01,T-shirt,2
1980-01-01,jersey,2
1980-01-01,racquet,1
1980-01-01,racket,1
1980-01-01,Pongo pygmaeus,9
1980-01-01,orangutang,9
1980-01-01,volcano,7
1980-01-01,prayer rug,3
1980-01-01,gazelle,9
1980-01-01,sleuthhound,2
1980-01-01,bloodhound,2
1980-01-01,rapeseed,5
1980-01-01,soccer ball,2
1980-01-01,street sign,7
1980-01-01,fountain,3
1980-01-01,jigsaw puzzle,5
1980-01-01,alp,17
1980-01-01,dyke,5
1980-01-01,dike,5
1980-01-01,dam,5
1980-01-01,threshing machine,2
1980-01-01,thrasher,2
1980-01-01,thresher,2
1980-01-01,orangutan,9
1980-01-01,barbershop,3
1980-01-01,cock,1
1980-01-01,groenendael,1
1980-01-01,holster,1
1980-01-01,snowmobile,6
1980-01-01,racing car,6
1980-01-01,race car,6
1980-01-01,racer,6
1980-01-01,Bouviers des Flandres,1
1980-01-01,Bouvier des Flandres,1
1980-01-01,Ursus arctos,7
1980-01-01,bruin,7
1980-01-01,brown bear,7
1980-01-01,off-roader,24
1980-01-01,all-terrain bike,24
1980-01-01,mountain bike,24
1980-01-01,jetty,4
1980-01-01,seawall,4
1980-01-01,bulwark,4
1980-01-01,mole,4
1980-01-01,swab,1
1980-01-01,swob,1
1980-01-01,mop,1
1980-01-01,church,3
1980-01-01,church building,3
1980-01-01,Gordon setter,2
1980-01-01,volleyball,2
1980-01-01,plastic bag,2
1980-01-01,tench,6
1980-01-01,Tinca tinca,6
1980-01-01,school bus,3
1980-01-01,breakwater,4
1980-01-01,groin,4
1980-01-01,groyne,4
1980-01-01,Dutch oven,3
1980-01-01,Sciurus niger,3
1980-01-01,marimba,1
1980-01-01,fox squirrel,3
1980-01-01,malemute,1
1980-01-01,malamute,1
1980-01-01,pickup truck,5
1980-01-01,pickup,5
1980-01-01,St Bernard,2
1980-01-01,Saint Bernard,2
1980-01-01,stage,1
1980-01-01,park bench,11
1980-01-01,ox,4
1980-01-01,shopping cart,1
1980-01-01,mountain tent,26
1980-01-01,military uniform,19
1980-01-01,Gorilla gorilla,11
1980-01-01,gorilla,11
1980-01-01,viaduct,9
1980-01-01,site,16
1980-01-01,internet site,16
1980-01-01,website,16
1980-01-01,web site,16
1980-01-01,sand bar,7
1980-01-01,sandbar,7
1980-01-01,lakeshore,41
1980-01-01,lakeside,41
1980-01-01,hyaena,2
1980-01-01,hyena,2
1980-01-01,boat paddle,1
1980-01-01,paddle,1
1980-01-01,reel,8
1980-01-01,pole,8
1980-01-01,Alaskan malamute,1
1980-01-01,television,1
1980-01-01,television system,1
1980-01-01,bighorn,3
1980-01-01,car mirror,2
1980-01-01,upright piano,1
1980-01-01,upright,1
1980-01-01,Capra ibex,4
1980-01-01,ibex,4
1980-01-01,xylophone,1
1980-01-01,window shade,1
1980-01-01,labyrinth,8
1980-01-01,maze,8
1980-01-01,Aepyceros melampus,12
1980-01-01,impala,12
1980-01-01,mask,4
1980-01-01,vale,30
1980-01-01,valley,30
1980-01-01,eastern fox squirrel,3
1980-01-01,scoreboard,2
1980-01-01,envelope,3
1980-01-01,plaque,22
1980-01-01,memorial tablet,22
1980-01-01,brass,22
1980-01-01,snowplough,4
1980-01-01,snowplow,4
1980-01-01,rosehip,1
1980-01-01,rose hip,1
1980-01-01,hip,1
1980-01-01,Ovis canadensis,3
1980-01-01,Rocky Mountain sheep,3
1980-01-01,Rocky Mountain bighorn,3
1980-01-01,cimarron,3
1980-01-01,bighorn sheep,3
1980-01-01,otter,1
1980-01-01,packet,5
1980-01-01,chain saw,6
1981-01-01,croquet ball,1
1981-01-01,scooter,2
1981-01-01,mailbox,2
1981-01-01,letter box,2
1981-01-01,valley,33
1981-01-01,vale,33
1981-01-01,book jacket,28
1981-01-01,dust cover,28
1981-01-01,dust jacket,28
1981-01-01,dust wrapper,28
1981-01-01,stone wall,10
1981-01-01,barn,22
1981-01-01,mountain bike,27
1981-01-01,all-terrain bike,27
1981-01-01,off-roader,27
1981-01-01,hartebeest,5
1981-01-01,Sussex spaniel,1
1981-01-01,minivan,4
1981-01-01,studio couch,1
1981-01-01,day bed,1
1981-01-01,unicycle,3
1981-01-01,monocycle,3
1981-01-01,pajama,2
1981-01-01,pyjama,2
1981-01-01,motor scooter,2
1981-01-01,Tibetan mastiff,1
1981-01-01,Urocyon cinereoargenteus,1
1981-01-01,gray fox,1
1981-01-01,alp,19
1981-01-01,Canis lupus,1
1981-01-01,warthog,1
1981-01-01,three-toed sloth,1
1981-01-01,ai,1
1981-01-01,Bradypus tridactylus,1
1981-01-01,church,4
1981-01-01,church building,4
1981-01-01,swing,14
1981-01-01,gray wolf,1
1981-01-01,worm fence,16
1981-01-01,pj's,2
1981-01-01,snake fence,16
1981-01-01,Virginia fence,16
1981-01-01,sleeping bag,1
1981-01-01,gibbon,4
1981-01-01,Hylobates lar,4
1981-01-01,military uniform,21
1981-01-01,moped,7
1981-01-01,mountain tent,28
1981-01-01,greenhouse,2
1981-01-01,nursery,2
1981-01-01,glasshouse,2
1981-01-01,grey fox,1
1981-01-01,snake-rail fence,16
1981-01-01,jammies,2
1981-01-01,park bench,12
1981-01-01,blue jean,6
1981-01-01,labyrinth,9
1981-01-01,maze,9
1981-01-01,plough,6
1981-01-01,plow,6
1981-01-01,plaque,23
1981-01-01,memorial tablet,23
1981-01-01,drop-off,6
1981-01-01,swimming trunks,4
1981-01-01,drop,6
1981-01-01,site,17
1981-01-01,internet site,17
1981-01-01,website,17
1981-01-01,web site,17
1981-01-01,lakeshore,45
1981-01-01,lakeside,45
1981-01-01,jean,6
1981-01-01,cliff,6
1981-01-01,bathing trunks,4
1981-01-01,brass,23
1981-01-01,timber wolf,1
1981-01-01,denim,6
1981-01-01,menu,7
1981-01-01,wood rabbit,2
1981-01-01,cottontail,2
1981-01-01,cottontail rabbit,2
1981-01-01,orangutan,10
1981-01-01,orangutang,10
1981-01-01,Pongo pygmaeus,10
1981-01-01,orang,10
1981-01-01,nematode worm,19
1981-01-01,roundworm,19
1981-01-01,partridge,1
1981-01-01,window screen,2
1981-01-01,convertible,5
1981-01-01,grey wolf,1
1981-01-01,nematode,19
1982-01-01,nematode,21
1982-01-01,nematode worm,21
1982-01-01,Ursus americanus,5
1982-01-01,comic book,17
1982-01-01,birdhouse,2
1982-01-01,volcano,9
1982-01-01,Euarctos americanus,5
1982-01-01,black bear,5
1982-01-01,snowplow,5
1982-01-01,pigboat,1
1982-01-01,sub,1
1982-01-01,U-boat,1
1982-01-01,lawn mower,1
1982-01-01,mower,1
1982-01-01,spider web,2
1982-01-01,snowplough,5
1982-01-01,roundworm,21
1982-01-01,American black bear,5
1982-01-01,warthog,2
1982-01-01,horse-cart,1
1982-01-01,viaduct,11
1982-01-01,lumbermill,9
1982-01-01,horse cart,1
1982-01-01,orangutan,11
1982-01-01,orang,11
1982-01-01,orangutang,11
1982-01-01,Pongo pygmaeus,11
1982-01-01,valley,36
1982-01-01,vale,36
1982-01-01,web site,19
1982-01-01,website,19
1982-01-01,internet site,19
1982-01-01,site,19
1982-01-01,water buffalo,3
1982-01-01,water ox,3
1982-01-01,Asiatic buffalo,3
1982-01-01,Bubalus bubalis,3
1982-01-01,bison,4
1982-01-01,fur coat,8
1982-01-01,sawmill,9
1982-01-01,spider's web,2
1982-01-01,ibex,6
1982-01-01,barn,23
1982-01-01,waggon,12
1982-01-01,station waggon,12
1982-01-01,beach waggon,12
1982-01-01,estate car,12
1982-01-01,wagon,12
1982-01-01,station wagon,12
1982-01-01,beach wagon,12
1982-01-01,Virginia fence,17
1982-01-01,snake-rail fence,17
1982-01-01,snake fence,17
1982-01-01,worm fence,17
1982-01-01,R.V.,5
1982-01-01,RV,5
1982-01-01,recreational vehicle,5
1982-01-01,military uniform,25
1982-01-01,mountain tent,36
1982-01-01,alp,20
1982-01-01,rifle,5
1982-01-01,plaque,25
1982-01-01,memorial tablet,25
1982-01-01,brass,25
1982-01-01,dyke,6
1982-01-01,whiskey jug,1
1982-01-01,snowmobile,7
1982-01-01,assault rifle,5
1982-01-01,assault gun,5
1982-01-01,all-terrain bike,28
1982-01-01,off-roader,28
1982-01-01,mountain bike,28
1982-01-01,mobile home,8
1982-01-01,Capra ibex,6
1982-01-01,cougar,2
1982-01-01,puma,2
1982-01-01,catamount,3
1982-01-01,mountain lion,2
1982-01-01,painter,2
1982-01-01,panther,2
1982-01-01,Felis concolor,2
1982-01-01,park bench,13
1982-01-01,gazelle,11
1982-01-01,sports car,1
1982-01-01,sport car,1
1982-01-01,minivan,6
1982-01-01,sliding door,2
1982-01-01,pole,9
1982-01-01,manufactured home,8
1982-01-01,plow,7
1982-01-01,swing,15
1982-01-01,plough,7
1982-01-01,grille,1
1982-01-01,typewriter keyboard,1
1982-01-01,car wheel,2
1982-01-01,Dutch oven,4
1982-01-01,reel,9
1982-01-01,dike,6
1982-01-01,dam,6
1982-01-01,radiator grille,1
1982-01-01,submarine,1
1983-01-01,impala,13
1983-01-01,sandbar,8
1983-01-01,comic book,19
1983-01-01,vale,39
1983-01-01,valley,39
1983-01-01,off-roader,30
1983-01-01,gazelle,12
1983-01-01,racer,7
1983-01-01,totem pole,3
1983-01-01,alp,22
1983-01-01,Greater Swiss Mountain dog,1
1983-01-01,grille,2
1983-01-01,radiator grille,2
1983-01-01,military uniform,26
1983-01-01,barn,24
1983-01-01,park bench,14
1983-01-01,suspension bridge,4
1983-01-01,broccoli,1
1983-01-01,soccer ball,3
1983-01-01,unicycle,5
1983-01-01,monocycle,5
1983-01-01,shovel,6
1983-01-01,nipple,1
1983-01-01,stoplight,1
1983-01-01,maze,10
1983-01-01,traffic signal,1
1983-01-01,waggon,13
1983-01-01,Aepyceros melampus,13
1983-01-01,gar,2
1983-01-01,garfish,2
1983-01-01,garpike,2
1983-01-01,billfish,2
1983-01-01,Lepisosteus osseus,2
1983-01-01,chain saw,7
1983-01-01,chainsaw,7
1983-01-01,minivan,7
1983-01-01,beach wagon,13
1983-01-01,station wagon,13
1983-01-01,wagon,13
1983-01-01,estate car,13
1983-01-01,beach waggon,13
1983-01-01,station waggon,13
1983-01-01,traffic light,1
1983-01-01,sand bar,8
1983-01-01,labyrinth,10
1983-01-01,canoe,6
1983-01-01,hen of the woods,4
1983-01-01,hen-of-the-woods,4
1983-01-01,crossword,5
1983-01-01,crossword puzzle,5
1983-01-01,hartebeest,6
1983-01-01,Vulpes vulpes,3
1983-01-01,red fox,3
1983-01-01,mountain tent,40
1983-01-01,lakeshore,49
1983-01-01,lakeside,49
1983-01-01,rifle,7
1983-01-01,all-terrain bike,30
1983-01-01,moped,8
1983-01-01,racing car,7
1983-01-01,race car,7
1983-01-01,Polyporus frondosus,4
1983-01-01,hatchet,4
1983-01-01,Grifola frondosa,4
1983-01-01,bottlecap,3
1983-01-01,snake-rail fence,18
1983-01-01,snake fence,18
1983-01-01,worm fence,18
1983-01-01,Tinca tinca,7
1983-01-01,tench,7
1983-01-01,plaque,27
1983-01-01,memorial tablet,27
1983-01-01,brass,27
1983-01-01,komondor,1
1983-01-01,Bubalus bubalis,4
1983-01-01,Asiatic buffalo,4
1983-01-01,water ox,4
1983-01-01,water buffalo,4
1983-01-01,suit of clothes,7
1983-01-01,suit,7
1983-01-01,rapeseed,7
1983-01-01,mountain bike,30
1983-01-01,Virginia fence,18
1984-01-01,freight car,5
1984-01-01,fountain,4
1984-01-01,semi,3
1984-01-01,articulated lorry,3
1984-01-01,rig,3
1984-01-01,trucking rig,3
1984-01-01,tractor trailer,3
1984-01-01,trailer truck,3
1984-01-01,megalithic structure,3
1984-01-01,megalith,3
1984-01-01,plough,8
1984-01-01,plow,8
1984-01-01,Granny Smith,1
1984-01-01,wrecker,2
1984-01-01,tow car,2
1984-01-01,tow truck,2
1984-01-01,viaduct,13
1984-01-01,motor scooter,3
1984-01-01,scooter,3
1984-01-01,barn,25
1984-01-01,book jacket,29
1984-01-01,Ursus ursinus,1
1984-01-01,Melursus ursinus,1
1984-01-01,sloth bear,1
1984-01-01,shovel,7
1984-01-01,R.V.,6
1984-01-01,RV,6
1984-01-01,mountain bike,34
1984-01-01,recreational vehicle,6
1984-01-01,Rocky Mountain sheep,4
1984-01-01,Rocky Mountain bighorn,4
1984-01-01,cimarron,4
1984-01-01,bighorn sheep,4
1984-01-01,bighorn,4
1984-01-01,collie,1
1984-01-01,langur,1
1984-01-01,Ovis canadensis,4
1984-01-01,padlock,1
1984-01-01,dyke,7
1984-01-01,dike,7
1984-01-01,brush wolf,1
1984-01-01,prairie wolf,1
1984-01-01,coyote,1
1984-01-01,malinois,3
1984-01-01,military uniform,28
1984-01-01,Bubalus bubalis,5
1984-01-01,Asiatic buffalo,5
1984-01-01,Canis latrans,1
1984-01-01,water ox,5
1984-01-01,off-roader,34
1984-01-01,electric locomotive,1
1984-01-01,stone wall,12
1984-01-01,jinrikisha,1
1984-01-01,ricksha,1
1984-01-01,rickshaw,1
1984-01-01,boathouse,7
1984-01-01,water buffalo,5
1984-01-01,dust cover,29
1984-01-01,sorrel,12
1984-01-01,T-shirt,4
1984-01-01,dam,7
1984-01-01,snowplough,6
1984-01-01,snowplow,6
1984-01-01,park bench,15
1984-01-01,redbone,1
1984-01-01,waggon,14
1984-01-01,station waggon,14
1984-01-01,jersey,4
1984-01-01,beach waggon,14
1984-01-01,wagon,14
1984-01-01,station wagon,14
1984-01-01,beach wagon,14
1984-01-01,lakeshore,52
1984-01-01,lakeside,52
1984-01-01,mountain tent,42
1984-01-01,tee shirt,4
1984-01-01,estate car,14
1984-01-01,dust jacket,29
1984-01-01,all-terrain bike,34
1984-01-01,brass,29
1984-01-01,dust wrapper,29
1984-01-01,site,21
1984-01-01,website,21
1984-01-01,web site,21
1984-01-01,suspension bridge,5
1984-01-01,Virginia fence,19
1984-01-01,internet site,21
1984-01-01,snake fence,19
1984-01-01,worm fence,19
1984-01-01,bow,5
1984-01-01,plaque,29
1984-01-01,memorial tablet,29
1984-01-01,snake-rail fence,19
1985-01-01,fountain,5
1985-01-01,library,2
1985-01-01,pickup truck,6
1985-01-01,pickup,6
1985-01-01,boathouse,8
1985-01-01,Ursus arctos,8
1985-01-01,bruin,8
1985-01-01,brown bear,8
1985-01-01,Dutch oven,5
1985-01-01,worm fence,20
1985-01-01,Alaskan malamute,2
1985-01-01,snake-rail fence,20
1985-01-01,Virginia fence,20
1985-01-01,yurt,3
1985-01-01,malamute,2
1985-01-01,malemute,2
1985-01-01,mountain tent,48
1985-01-01,barrow,5
1985-01-01,garden cart,5
1985-01-01,lawn cart,5
1985-01-01,wheelbarrow,5
1985-01-01,snake fence,20
1985-01-01,Tinca tinca,8
1985-01-01,sand bar,9
1985-01-01,dust cover,31
1985-01-01,comic book,20
1985-01-01,rapeseed,8
1985-01-01,bow,6
1985-01-01,white fox,1
1985-01-01,Arctic fox,1
1985-01-01,shovel,8
1985-01-01,drop-off,7
1985-01-01,drop,7
1985-01-01,cliff,7
1985-01-01,suspension bridge,6
1985-01-01,book jacket,31
1985-01-01,racing car,8
1985-01-01,racer,8
